age_km_interaction,seller_type_Trustmark Dealer,brand_Toyota,brand_Ford,fuel_Diesel,mileage_power_interaction,fuel_LPG,usage_intensity,specific_power,transmission_Manual,brand_Nissan,mileage,engine,brand_Maruti,owner,brand_Renault,brand_Honda,brand_Other,max_power,fuel_Petrol,brand_Hyundai,brand_Volkswagen,km_per_year,seller_type_Individual,car_age,km_driven,brand_Tata,selling_price
126000,0.0,0,0,0.0,1522.038,0.0,1,0.0683625730994152,1.0,0,18.6,1197.0,0,2,0,0,0,81.83,1.0,1,0,1555.5555555555557,1.0,9,14000,0,550000
1800000,0.0,0,0,1.0,1559.2900000000002,0.0,2,0.0592147435897435,1.0,0,21.1,1248.0,1,1,0,0,0,73.9,0.0,0,0,8000.0,1.0,15,120000,0,220000
700000,0.0,0,0,0.0,1549.8,0.0,2,0.0685045948203842,1.0,0,18.9,1197.0,0,1,0,0,0,82.0,1.0,1,0,7000.0,1.0,10,70000,0,425000
78000,0.0,0,0,0.0,1458.0,0.0,1,0.075075075075075,1.0,0,19.44,999.0,0,1,0,0,0,75.0,1.0,0,1,2166.6666666666665,1.0,6,13000,0,480000
660000,0.0,0,0,0.0,1549.8,0.0,2,0.0685045948203842,1.0,0,18.9,1197.0,0,2,0,0,0,82.0,1.0,1,0,5454.545454545455,1.0,11,60000,0,400000
385000,0.0,0,0,0.0,1638.78,0.0,1,0.0716791979949874,1.0,0,19.1,1197.0,1,1,0,0,0,85.8,1.0,0,0,3181.818181818182,1.0,11,35000,0,487000
396000,0.0,0,0,0.0,1566.2,0.0,1,0.0685045948203842,1.0,0,19.1,1197.0,0,2,0,0,0,82.0,1.0,1,0,4888.888888888889,1.0,9,44000,0,386000
2400000,0.0,0,0,0.0,1300.0,0.0,2,0.0669792364367046,1.0,0,13.0,1493.0,0,2,0,1,0,100.0,1.0,0,0,6000.0,1.0,20,120000,0,100000
900000,0.0,1,0,1.0,1868.696,0.0,1,0.0639296187683284,1.0,0,21.43,1364.0,0,1,0,0,0,87.2,0.0,0,0,4000.0,1.0,15,60000,0,300000
720000,0.0,0,0,1.0,1698.3,0.0,2,0.0592948717948717,1.0,0,22.95,1248.0,0,1,0,0,0,74.0,0.0,0,0,11250.0,1.0,8,90000,1,490000
752000,0.0,0,0,0.0,2006.0,0.0,1,0.0788243152972612,1.0,0,17.0,1497.0,0,2,0,1,0,118.0,1.0,0,0,2937.5,1.0,16,47000,0,345000
1800000,0.0,0,0,0.0,1038.0,0.0,1,0.0604229607250755,1.0,0,17.3,993.0,1,1,0,0,0,60.0,1.0,0,0,4500.0,1.0,20,90000,0,85000
1809000,0.0,0,0,0.0,1268.1899999999998,0.0,2,0.0672344689378757,1.0,0,18.9,998.0,1,2,0,0,0,67.1,1.0,0,0,8040.0,1.0,15,120600,0,215000
1500000,0.0,0,0,0.0,1671.84,0.0,2,0.0645403377110694,1.0,0,16.2,1599.0,0,3,0,0,0,103.2,1.0,1,0,6666.666666666667,1.0,15,100000,0,320000
540000,0.0,0,0,0.0,1733.469,0.0,2,0.0694569757727652,1.0,0,20.85,1197.0,1,2,0,0,0,83.14,1.0,0,0,6666.666666666667,1.0,9,60000,0,459999
1720000,0.0,0,0,0.0,1269.9,0.0,1,0.0618941088739746,1.0,0,15.3,1341.0,0,1,0,0,0,83.0,1.0,1,0,4300.0,1.0,20,86000,0,65000
25000,0.0,0,0,0.0,1522.596,0.0,1,0.0683876357560568,1.0,0,18.6,1197.0,0,1,0,0,0,81.86,1.0,1,0,1000.0,1.0,5,5000,0,720000
296000,0.0,0,0,1.0,2485.965,0.0,1,0.0709134615384615,1.0,0,28.09,1248.0,1,1,0,0,0,88.5,0.0,0,0,4625.0,1.0,8,37000,0,800000
84000,0.0,0,0,0.0,1705.2,0.0,1,0.0700583819849874,1.0,0,20.3,1199.0,0,1,0,0,0,84.0,1.0,0,0,2333.333333333333,1.0,6,14000,1,520000
